item_number,district,location,disposition,signal_type,signal_description,occurred_date_time,charge_code,charge_description,offender_race,offender_gender,offender_age,offender_number,person_type,victim_race,victim_gender,victim_age,victim_number,victim_fatal_status,hate_crime,report_type,year,offenderid,offenderstatus,persontype,Signal Code
E-26057-18,6,43XX La Salle,OPEN,67AR,AUTO THEFT & RECOVERY,2018-05-20 23:15:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,2.0,VICTIM,UNKNOWN,MALE,35.0,1.0,Non-fatal,,Incident Report,2018,,,,67AR
E-26057-18,6,43XX La Salle,OPEN,67AR,AUTO THEFT & RECOVERY,2018-05-20 23:15:00,14 67.26,THEFT OF A MOTOR VEHICLE,,,,2.0,VICTIM,UNKNOWN,MALE,35.0,1.0,Non-fatal,,Incident Report,2018,,,,67AR
E-26057-18,6,43XX La Salle,OPEN,67AR,AUTO THEFT & RECOVERY,2018-05-20 23:15:00,14 67.26,THEFT OF A MOTOR VEHICLE,UNKNOWN,,,1.0,VICTIM,UNKNOWN,MALE,35.0,1.0,Non-fatal,,Incident Report,2018,,,,67AR
I-33143-18,7,Morrison Rd & Pebble Dr,OPEN,64G,ARMED ROBBERY (GUN),2018-09-26 20:10:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Non-fatal,,Incident Report,2018,,,,64G
I-33143-18,7,Morrison Rd & Pebble Dr,OPEN,64G,ARMED ROBBERY (GUN),2018-09-26 20:10:00,14 64,ARMED ROBBERY,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Non-fatal,,Incident Report,2018,,,,64G
I-33143-18,7,Morrison Rd & Pebble Dr,OPEN,64G,ARMED ROBBERY (GUN),2018-09-26 20:10:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,2.0,VICTIM,BLACK,MALE,28.0,1.0,Non-fatal,,Incident Report,2018,,,,64G
I-33143-18,7,Morrison Rd & Pebble Dr,OPEN,64G,ARMED ROBBERY (GUN),2018-09-26 20:10:00,14 64,ARMED ROBBERY,BLACK,MALE,,2.0,VICTIM,BLACK,MALE,28.0,1.0,Non-fatal,,Incident Report,2018,,,,64G
I-10763-18,2,Edinburgh St & Hamilton St,CLOSED,30S,HOMICIDE (SHOOTING),2018-09-09 19:58:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,15.0,2.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,34S
E-24703-18,8,5XX Bourbon St,CLOSED,38,SIMPLE ASSAULT,2018-05-20 02:30:00,54 97,ASSAULT,WHITE,MALE,22.0,1.0,VICTIM,BLACK,MALE,,1.0,Non-fatal,,Incident Report,2018,,,,38
D-28590-18,1,14XX N Claiborne St,OPEN,67A,AUTO THEFT,2018-04-24 14:10:00,,,,,,,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,67A
L-02885-18,8,5XX Bourbon St,OPEN,27-64K,ATTEMPTED ARMED ROBBERY (KNIFE),2018-12-03 04:57:00,14 (27) 64,ATTEMPT - ARMED ROBBERY,BLACK,MALE,58.0,1.0,VICTIM,WHITE,MALE,,1.0,Non-fatal,,Supplemental Report,2018,,,,27-64K
L-02885-18,8,5XX Bourbon St,OPEN,27-64K,ATTEMPTED ARMED ROBBERY (KNIFE),2018-12-03 04:57:00,14 (27) 64,ATTEMPT - ARMED ROBBERY,BLACK,MALE,58.0,1.0,VICTIM,WHITE,MALE,,1.0,Non-fatal,,Supplemental Report,2018,,,,64K
D-21287-18,3,Crescent Dr & Paris Av,CLOSED,64J,ARMED CARJACKING,2018-04-18 14:30:00,,,,,,1.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,64J
I-35126-18,2,31XX S Carrollton Av,OPEN,30S,HOMICIDE (SHOOTING),2018-09-28 07:20:00,,,,,,1.0,INTERVIEW,,,,1.0,Non-fatal,,Incident Report,2018,,,,30s
I-35126-18,2,31XX S Carrollton Av,OPEN,30S,HOMICIDE (SHOOTING),2018-09-28 07:20:00,14 30.1,SECOND DEGREE MURDER,,,,1.0,VICTIM,WHITE,MALE,,1.0,Fatal,,Incident Report,2018,,,,30s
E-27747-18,3,60XX Franklin Av,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2018-05-22 17:28:00,,,,,,1.0,VICTIM,BLACK,MALE,61.0,3.0,Non-fatal,,Incident Report,2018,,,,34-S
E-27747-18,3,60XX Franklin Av,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2018-05-22 17:28:00,,,,,,1.0,VICTIM,BLACK,FEMALE,63.0,2.0,Non-fatal,,Incident Report,2018,,,,34-S
E-27747-18,3,60XX Franklin Av,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2018-05-22 17:28:00,14 34,AGG. BATTERY,,,,1.0,VICTIM,BLACK,MALE,24.0,1.0,Non-fatal,,Incident Report,2018,,,,34-S
E-27747-18,3,60XX Franklin Av,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2018-05-22 17:28:00,,,,,,1.0,VICTIM,BLACK,FEMALE,39.0,4.0,Non-fatal,,Incident Report,2018,,,,34-S
E-28272-18,6,18XX S Liberty St,CLOSED,67,THEFT,2018-05-23 00:30:00,14 67,THEFT,BLACK,MALE,37.0,1.0,VICTIM,BLACK,FEMALE,34.0,1.0,Non-fatal,,Supplemental Report,2018,,,,56-D
E-28272-18,6,18XX S Liberty St,CLOSED,67,THEFT,2018-05-23 00:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,37.0,1.0,VICTIM,BLACK,FEMALE,34.0,1.0,Non-fatal,,Supplemental Report,2018,,,,56-D
I-21159-18,7,55XX Crowder Bd,CLOSED,64G,ARMED ROBBERY (GUN),2018-09-17 17:25:00,,,BLACK,MALE,53.0,1.0,INTERVIEW,BLACK,MALE,55.0,1.0,Non-fatal,,Supplemental Report,2018,,,,64
I-21159-18,7,55XX Crowder Bd,CLOSED,64G,ARMED ROBBERY (GUN),2018-09-17 17:25:00,14 64,ARMED ROBBERY,BLACK,MALE,53.0,1.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,64
I-21159-18,7,55XX Crowder Bd,CLOSED,64G,ARMED ROBBERY (GUN),2018-09-17 17:25:00,,,BLACK,MALE,53.0,1.0,VICTIM,BLACK,FEMALE,41.0,3.0,Non-fatal,,Supplemental Report,2018,,,,64
I-21159-18,7,55XX Crowder Bd,CLOSED,64G,ARMED ROBBERY (GUN),2018-09-17 17:25:00,14 34.7,AGG. SECOND DEGREE BATTERY,BLACK,MALE,53.0,1.0,VICTIM,BLACK,MALE,47.0,2.0,Non-fatal,,Supplemental Report,2018,,,,64
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,,,BLACK,FEMALE,33.0,1.0,VICTIM,BLACK,FEMALE,15.0,2.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,FEMALE,24.0,1.0,VICTIM,BLACK,FEMALE,15.0,2.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,24.0,1.0,VICTIM,BLACK,FEMALE,33.0,1.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,,,BLACK,FEMALE,33.0,1.0,VICTIM,BLACK,FEMALE,33.0,1.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,14 35,SIMPLE BATTERY,BLACK,FEMALE,24.0,1.0,VICTIM,BLACK,FEMALE,33.0,1.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,,,BLACK,FEMALE,24.0,1.0,INTERVIEW,BLACK,FEMALE,27.0,5.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,,,BLACK,FEMALE,33.0,1.0,INTERVIEW,BLACK,FEMALE,27.0,5.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,54 151,CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,33.0,1.0,VICTIM,BLACK,FEMALE,24.0,6.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,,,BLACK,FEMALE,24.0,1.0,VICTIM,BLACK,FEMALE,24.0,6.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,FEMALE,24.0,1.0,VICTIM,BLACK,FEMALE,25.0,4.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,,,BLACK,FEMALE,33.0,1.0,VICTIM,BLACK,FEMALE,32.0,3.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,,,BLACK,FEMALE,33.0,1.0,VICTIM,BLACK,FEMALE,25.0,4.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,14 37,AGG. ASSAULT,BLACK,FEMALE,24.0,1.0,VICTIM,BLACK,FEMALE,15.0,2.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,FEMALE,24.0,1.0,VICTIM,BLACK,FEMALE,33.0,1.0,Non-fatal,,Incident Report,2018,,,,37
I-30123-18,7,68XX W Coronet Ct,OPEN,37,AGGRAVATED ASSAULT,2018-09-24 14:30:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,FEMALE,24.0,1.0,VICTIM,BLACK,FEMALE,32.0,3.0,Non-fatal,,Incident Report,2018,,,,37
E-34404-18,4,30XX Copernicus,OPEN,30S,HOMICIDE (SHOOTING),2018-05-26 19:37:00,,,,,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30S
E-34404-18,4,30XX Copernicus,OPEN,30S,HOMICIDE (SHOOTING),2018-05-26 19:37:00,,,,,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30-S
E-34404-18,4,30XX Copernicus,OPEN,30S,HOMICIDE (SHOOTING),2018-05-26 19:37:00,,,,,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30S
E-34404-18,4,30XX Copernicus,OPEN,30S,HOMICIDE (SHOOTING),2018-05-26 19:37:00,,,,,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30S
E-34404-18,4,30XX Copernicus,OPEN,30S,HOMICIDE (SHOOTING),2018-05-26 19:37:00,,,,,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30S
E-34404-18,4,30XX Copernicus,OPEN,30S,HOMICIDE (SHOOTING),2018-05-26 19:37:00,,,,,,2.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30S
E-34404-18,4,30XX Copernicus,OPEN,30S,HOMICIDE (SHOOTING),2018-05-26 19:37:00,,,,,,2.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30-S
E-34404-18,4,30XX Copernicus,OPEN,30S,HOMICIDE (SHOOTING),2018-05-26 19:37:00,,,,,,2.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30S
E-34404-18,4,30XX Copernicus,OPEN,30S,HOMICIDE (SHOOTING),2018-05-26 19:37:00,,,,,,2.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30S
E-34404-18,4,30XX Copernicus,OPEN,30S,HOMICIDE (SHOOTING),2018-05-26 19:37:00,,,,,,2.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30S
E-29938-18,2,17XX Eagle St,OPEN,30S,HOMICIDE (SHOOTING),2018-05-24 08:19:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30
E-29938-18,2,17XX Eagle St,OPEN,30S,HOMICIDE (SHOOTING),2018-05-24 08:19:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30-S
E-29938-18,2,17XX Eagle St,OPEN,30S,HOMICIDE (SHOOTING),2018-05-24 08:19:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30s
E-29938-18,2,17XX Eagle St,OPEN,30S,HOMICIDE (SHOOTING),2018-05-24 08:19:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30S
E-29938-18,2,17XX Eagle St,OPEN,30S,HOMICIDE (SHOOTING),2018-05-24 08:19:00,14 30.1,SECOND DEGREE MURDER,BLACK,MALE,,1.0,VICTIM,BLACK,MALE,28.0,1.0,Fatal,,Incident Report,2018,,,,30
E-35465-18,5,20XX Pauger St,OPEN,103M,DISTURBANCE (MENTAL),2018-05-28 18:40:00,,,,,,,INTERVIEW,BLACK,FEMALE,34.0,3.0,Non-fatal,,Incident Report,2018,,,,103
E-35465-18,5,20XX Pauger St,OPEN,103M,DISTURBANCE (MENTAL),2018-05-28 18:40:00,,,,,,,INTERVIEW,BLACK,FEMALE,54.0,1.0,Non-fatal,,Incident Report,2018,,,,103
E-35465-18,5,20XX Pauger St,OPEN,103M,DISTURBANCE (MENTAL),2018-05-28 18:40:00,,,,,,,INTERVIEW,BLACK,FEMALE,37.0,2.0,Non-fatal,,Incident Report,2018,,,,103
D-15994-18,8,Iberville St & Bourbon St,CLOSED,966,DRUG LAW VIOLATION,2018-04-13 23:05:00,,,,,,,,,,,,Non-fatal,,Supplemental Report,2018,,,,966
E-34328-18,4,14XX Lawrence St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-05-27 13:00:00,14 62,SIMPLE BURGLARY,,,,1.0,VICTIM,BLACK,FEMALE,24.0,1.0,Non-fatal,,Incident Report,2018,,,,62C
L-30836-18,4,16XX Murl St,OPEN,67AR,AUTO THEFT & RECOVERY,2018-12-24 03:32:00,,,,,,1.0,REPORTING PERSON,BLACK,FEMALE,25.0,3.0,Non-fatal,,Incident Report,2018,,,,67AR
L-30836-18,4,16XX Murl St,OPEN,67AR,AUTO THEFT & RECOVERY,2018-12-24 03:32:00,14 67.26,THEFT OF A MOTOR VEHICLE,,,,1.0,VICTIM,BLACK,FEMALE,69.0,1.0,Non-fatal,,Incident Report,2018,,,,67AR
I-04132-18,2,30XX Broadway St,OPEN,30S,HOMICIDE (SHOOTING),2018-09-04 12:18:00,14 30,FIRST DEGREE MURDER,,,,1.0,VICTIM,BLACK,MALE,,1.0,Fatal,,Incident Report,2018,,,,30S
I-03231-18,4,21XX Springbrook,OPEN,64K,ARMED ROBBERY (KNIFE),2018-09-03 18:18:00,14 64,ARMED ROBBERY,BLACK,FEMALE,,4.0,VICTIM,HISPANIC,MALE,22.0,1.0,Non-fatal,,Incident Report,2018,,,,64-K
I-03231-18,4,21XX Springbrook,OPEN,64K,ARMED ROBBERY (KNIFE),2018-09-03 18:18:00,14 64,ARMED ROBBERY,BLACK,MALE,,1.0,VICTIM,HISPANIC,MALE,22.0,1.0,Non-fatal,,Incident Report,2018,,,,64-K
I-03231-18,4,21XX Springbrook,OPEN,64K,ARMED ROBBERY (KNIFE),2018-09-03 18:18:00,14 64,ARMED ROBBERY,BLACK,MALE,,2.0,VICTIM,HISPANIC,MALE,22.0,1.0,Non-fatal,,Incident Report,2018,,,,64-K
I-03231-18,4,21XX Springbrook,OPEN,64K,ARMED ROBBERY (KNIFE),2018-09-03 18:18:00,14 64,ARMED ROBBERY,BLACK,MALE,,3.0,VICTIM,HISPANIC,MALE,22.0,1.0,Non-fatal,,Incident Report,2018,,,,64-K
D-34688-18,8,7XX Bourbon St,CLOSED,103F,DISTURBANCE (FIGHT),2018-04-29 03:03:00,54 403,DISTURBING THE PEACE,WHITE,MALE,25.0,1.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,103F
E-11740-18,5,N Villere St & Annette St,OPEN,64J,ARMED CARJACKING,2018-05-10 00:00:00,,,,,,,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,65J
E-09366-18,4,16XX Elizardi Bd,CLOSED,55,AGGRAVATED CRIMINAL DAMAGE,2018-05-08 08:40:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,30.0,1.0,VICTIM,BLACK,FEMALE,49.0,2.0,Non-fatal,,Supplemental Report,2018,,,,94
E-09366-18,4,16XX Elizardi Bd,CLOSED,55,AGGRAVATED CRIMINAL DAMAGE,2018-05-08 08:40:00,14 94,ILLEGAL USE OF WEAPONS,BLACK,MALE,30.0,1.0,VICTIM,BLACK,MALE,30.0,1.0,Non-fatal,,Supplemental Report,2018,,,,94
E-09366-18,4,16XX Elizardi Bd,CLOSED,55,AGGRAVATED CRIMINAL DAMAGE,2018-05-08 08:40:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,30.0,1.0,VICTIM,BLACK,FEMALE,54.0,3.0,Non-fatal,,Supplemental Report,2018,,,,94
E-09366-18,4,16XX Elizardi Bd,CLOSED,55,AGGRAVATED CRIMINAL DAMAGE,2018-05-08 08:40:00,14 95.1,POSSESSION OF FIREARM BY FELON,BLACK,MALE,30.0,1.0,VICTIM,BLACK,MALE,30.0,1.0,Non-fatal,,Supplemental Report,2018,,,,94
E-35925-18,8,7XX Toulouse St,OPEN,65,SIMPLE ROBBERY,2018-05-29 03:30:00,14 65,SIMPLE ROBBERY,HISPANIC,MALE,,2.0,VICTIM,WHITE,MALE,30.0,1.0,Non-fatal,,Incident Report,2018,,,,65
E-35925-18,8,7XX Toulouse St,OPEN,65,SIMPLE ROBBERY,2018-05-29 03:30:00,14 65,SIMPLE ROBBERY,HISPANIC,MALE,,3.0,VICTIM,WHITE,MALE,30.0,1.0,Non-fatal,,Incident Report,2018,,,,65
E-35925-18,8,7XX Toulouse St,OPEN,65,SIMPLE ROBBERY,2018-05-29 03:30:00,14 65,SIMPLE ROBBERY,HISPANIC,MALE,,1.0,VICTIM,WHITE,MALE,30.0,1.0,Non-fatal,,Incident Report,2018,,,,65
J-00489-18,8,Canal & Bourbon,OPEN,67P,PICKPOCKET,2018-10-01 01:05:00,14 67,THEFT,BLACK,FEMALE,,1.0,VICTIM,WHITE,MALE,56.0,1.0,Non-fatal,,Incident Report,2018,,,,67P
J-00489-18,8,Canal & Bourbon,OPEN,67P,PICKPOCKET,2018-10-01 01:05:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,FEMALE,,1.0,VICTIM,WHITE,MALE,56.0,1.0,Non-fatal,,Incident Report,2018,,,,67P
E-33412-18,3,47XX Canal Shell,OPEN,64G,ARMED ROBBERY (GUN),2018-05-26 10:58:00,,,BLACK,MALE,,2.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,64G
E-33412-18,3,47XX Canal Shell,OPEN,64G,ARMED ROBBERY (GUN),2018-05-26 10:58:00,14 64,ARMED ROBBERY,BLACK,MALE,,2.0,VICTIM,WHITE,FEMALE,40.0,2.0,Non-fatal,,Incident Report,2018,,,,64G
E-33412-18,3,47XX Canal Shell,OPEN,64G,ARMED ROBBERY (GUN),2018-05-26 10:58:00,,,BLACK,MALE,,1.0,WITNESS,WHITE,FEMALE,22.0,1.0,Non-fatal,,Incident Report,2018,,,,64G
E-33412-18,3,47XX Canal Shell,OPEN,64G,ARMED ROBBERY (GUN),2018-05-26 10:58:00,,,BLACK,MALE,,2.0,WITNESS,WHITE,FEMALE,22.0,1.0,Non-fatal,,Incident Report,2018,,,,64G
E-33412-18,3,47XX Canal Shell,OPEN,64G,ARMED ROBBERY (GUN),2018-05-26 10:58:00,,,BLACK,MALE,,1.0,VICTIM,,,,1.0,Non-fatal,,Incident Report,2018,,,,64G
E-33412-18,3,47XX Canal Shell,OPEN,64G,ARMED ROBBERY (GUN),2018-05-26 10:58:00,14 64,ARMED ROBBERY,BLACK,MALE,,1.0,VICTIM,WHITE,FEMALE,40.0,2.0,Non-fatal,,Incident Report,2018,,,,64G
G-06053-18,1,40XX Ulloa St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2018-07-05 23:45:00,14 62,SIMPLE BURGLARY,BLACK,MALE,26.0,1.0,VICTIM,BLACK,FEMALE,34.0,1.0,Non-fatal,,Supplemental Report,2018,,,,62C
D-13042-18,2,Jeannette St & Leonidas St,OPEN,67A,AUTO THEFT,2018-04-11 21:15:00,,,,,,,,,,,,Non-fatal,,Supplemental Report,2018,,,,67A
E-34260-18,2,17XX S Dupre St,CLOSED,966,DRUG LAW VIOLATION,2018-05-27 17:18:00,,,,,,,,,,,,Non-fatal,,Supplemental Report,2018,,,,966
D-18026-18,6,33XX Saint Charles Av,CLOSED,64G,ARMED ROBBERY (GUN),2018-04-15 22:42:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,25.0,1.0,VICTIM,,,,1.0,Non-fatal,,Supplemental Report,2018,,,,64G
E-37023-18,2,34XX S Carrollton Av,OPEN,37,AGGRAVATED ASSAULT,2018-05-29 21:27:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,18.0,2.0,Non-fatal,,Incident Report,2018,,,,37
E-37023-18,2,34XX S Carrollton Av,OPEN,37,AGGRAVATED ASSAULT,2018-05-29 21:27:00,14 37.4,AGGRAVATED ASSAULT WITH A FIREARM,BLACK,MALE,,1.0,VICTIM,BLACK,FEMALE,27.0,1.0,Non-fatal,,Incident Report,2018,,,,37
E-37496-18,2,86XX Plum St,OPEN,67A,AUTO THEFT,2018-05-29 01:30:00,,,,,,,VICTIM,WHITE,MALE,47.0,1.0,Non-fatal,,Supplemental Report,2018,,,,67A
D-07909-18,4,L B Landry Dr & Mardi Gras Bd,OPEN,64G,ARMED ROBBERY (GUN),2018-04-07 01:35:00,,,,,,,VICTIM,BLACK,MALE,28.0,1.0,Non-fatal,,Supplemental Report,2018,,,,64
E-37342-18,1,12XX Bienville St,OPEN,34C,AGGRAVATED BATTERY (CUTTING),2018-05-30 05:00:00,14 34,AGG. BATTERY,,,,1.0,VICTIM,BLACK,MALE,,1.0,Non-fatal,,Incident Report,2018,,,,34C
E-35940-18,6,30XX 1st St,OPEN,67A,AUTO THEFT,2018-05-29 04:30:00,14 67,THEFT,,,,1.0,VICTIM,HISPANIC,FEMALE,38.0,1.0,Non-fatal,,Incident Report,2018,,,,67 A
E-35940-18,6,30XX 1st St,OPEN,67A,AUTO THEFT,2018-05-29 04:30:00,14 67,THEFT,,,,1.0,VICTIM,HISPANIC,FEMALE,38.0,1.0,Non-fatal,,Incident Report,2018,,,,67A
E-35940-18,6,30XX 1st St,OPEN,67A,AUTO THEFT,2018-05-29 04:30:00,,,,,,1.0,REPORTING PERSON,BLACK,MALE,40.0,2.0,Non-fatal,,Incident Report,2018,,,,67 A
E-35940-18,6,30XX 1st St,OPEN,67A,AUTO THEFT,2018-05-29 04:30:00,,,,,,1.0,REPORTING PERSON,BLACK,MALE,40.0,2.0,Non-fatal,,Incident Report,2018,,,,67A
E-03598-18,6,18XX Magnolia St,CLOSED,35,SIMPLE BATTERY,2018-05-03 16:44:00,14 38,SIMPLE ASSAULT,BLACK,MALE,30.0,1.0,VICTIM,WHITE,MALE,,3.0,Non-fatal,,Incident Report,2018,,,,103F
E-03598-18,6,18XX Magnolia St,CLOSED,35,SIMPLE BATTERY,2018-05-03 16:44:00,14 38,SIMPLE ASSAULT,BLACK,MALE,30.0,1.0,VICTIM,WHITE,MALE,,2.0,Non-fatal,,Incident Report,2018,,,,103F
E-03598-18,6,18XX Magnolia St,CLOSED,35,SIMPLE BATTERY,2018-05-03 16:44:00,14 34.2,BATTERY OF A POLICE OFFICER,BLACK,MALE,30.0,1.0,VICTIM,WHITE,MALE,,2.0,Non-fatal,,Incident Report,2018,,,,103F
E-03598-18,6,18XX Magnolia St,CLOSED,35,SIMPLE BATTERY,2018-05-03 16:44:00,14 108.1,FLIGHT FROM AN OFFICER,BLACK,MALE,30.0,1.0,VICTIM,WHITE,MALE,,2.0,Non-fatal,,Incident Report,2018,,,,103F
E-03598-18,6,18XX Magnolia St,CLOSED,35,SIMPLE BATTERY,2018-05-03 16:44:00,14 35,SIMPLE BATTERY,BLACK,MALE,30.0,1.0,VICTIM,BLACK,MALE,61.0,1.0,Non-fatal,,Incident Report,2018,,,,103F
E-03598-18,6,18XX Magnolia St,CLOSED,35,SIMPLE BATTERY,2018-05-03 16:44:00,14 108,RESISTING AN OFFICER,BLACK,MALE,30.0,1.0,VICTIM,WHITE,MALE,,2.0,Non-fatal,,Incident Report,2018,,,,103F
F-00797-18,1,15XX N Villere St,OPEN,64G,ARMED ROBBERY (GUN),2018-06-01 15:11:00,14 64,ARMED ROBBERY,BLACK,MALE,,1.0,VICTIM,HISPANIC,MALE,33.0,2.0,Non-fatal,,Incident Report,2018,,,,64G
F-00797-18,1,15XX N Villere St,OPEN,64G,ARMED ROBBERY (GUN),2018-06-01 15:11:00,14 64,ARMED ROBBERY,BLACK,MALE,,1.0,VICTIM,HISPANIC,MALE,62.0,1.0,Non-fatal,,Incident Report,2018,,,,64G
F-01994-18,5,60XX Urquhart St,OPEN,34,AGGRAVATED BATTERY,2018-06-02 15:00:00,14 34,AGG. BATTERY,,,,1.0,VICTIM,BLACK,MALE,42.0,1.0,Non-fatal,,Incident Report,2018,,,,34S
F-02170-18,2,29XX Amelia St,OPEN,64G,ARMED ROBBERY (GUN),2018-06-02 18:50:00,,,,,,,VICTIM,BLACK,MALE,37.0,1.0,Non-fatal,,Supplemental Report,2018,,,,64J
J-32346-18,2,Upperline St & Chestnut St,OPEN,65,SIMPLE ROBBERY,2018-10-26 11:00:00,,,,,,,VICTIM,,,,2.0,Non-fatal,,Supplemental Report,2018,,,,65
J-32346-18,2,Upperline St & Chestnut St,OPEN,65,SIMPLE ROBBERY,2018-10-26 11:00:00,,,,,,,VICTIM,,,,2.0,Non-fatal,,Supplemental Report,2018,,,,65
J-32346-18,2,Upperline St & Chestnut St,OPEN,65,SIMPLE ROBBERY,2018-10-26 11:00:00,,,,,,,VICTIM,,,,2.0,Non-fatal,,Supplemental Report,2018,,,,65
