item_number,Signal Code,rtcc_footage_requested
j-08668-18,103,yes
j-08893-18,20-I,yes
j-08845-18,64J,yes
j-08996-18,64G,yes
j-07083-18,65,yes
j-07349-18,64G,yes
j-09305-18,67P,yes
j-09517-18,21,yes
j-2018-96s,20,yes
j-08858-18,966,yes
i-34372-18,966,yes
j-09702-18,20I,yes
j-09830-18,30s,yes
j-09918-18,21,yes
j-09894-18,966,yes
j-05193-18,64G,yes
j-10450-18,20,yes
j-10622-18,100,yes
j-10800-18,20,yes
j-10884-18,67AR,yes
j-08458-18,67AR,yes
j-10410-18,62C,yes
j-10919-18,30s,yes
j-10903-18,34,yes
j-11146-18,103F,yes
j-11098-18,966,yes
j-11167-18,95G,yes
j-11390-18,35,yes
j-11397-18,Oct-55,yes
j-02509-18,65,yes
j-11637-18,65,yes
j-00489-18,67P,yes
j-11002-18,64G,yes
j-12179-18,20,yes
j-12446-18,103,yes
j-12398-18,966,yes
e-22874-18,34s,yes
i-18284-18,67,yes
j-12523-18,62C,yes
j-10903-18,34,yes
j-13350-18,20I,yes
j-13637-18,24,yes
j-13637-18,24,yes
j-13655-18,20,yes
j-13853-18,100,yes
j-14193-18,34S,yes
j-14194-18,35-D,yes
j-14347-18,64-G,yes
j-14360-18,67P,yes
j-14453-18,35,yes
j-14193-18,34s,yes
j-14810-18,62c,yes
i-18284-18,67s,yes
j-15489-18,21,yes
j-15871-18,103,yes
j-15906-18,103M,yes
j-15963-18,100,yes
j-16312-18,20,yes
j-16334-18,20,yes
j-16379-18,35,yes
j-16367-18,35D,yes
j-16206-18,67-S,yes
j-16286-18,62,yes
j-17199-18,103F,yes
j-17264-18,20,yes
j-17388-18,20,yes
j-17224-18,67A,yes
i-30822-18,35,yes
j-17761-18,34D,yes
j-17879-18,35D,yes
j-17837-18,67,yes
j-18070-18,65,yes
j-18125-18,20X,yes
j-18125-18,20X,yes
j-18564-18,21,yes
j-16695-18,64G,yes
g-23362-18,21,yes
j-18711-18,95-G,yes
j-18903-18,966,yes
j-18075-18,64-G,yes
j-19010-18,20I,yes
j-19500-18,20,yes
j-19548-18,20,yes
j-19627-18,107,yes
j-14622-18,67A,yes
j-09795-18,62C,yes
j-19811-18,20,yes
g-23362-18,966,yes
j-18857-18,103F,yes
j-20244-18,34S,yes
j-18734-18,966,yes
j-18756-18,966,yes
i-24889-18,21M,yes
j-09830-18,30s,yes
j-17293-18,67,yes
j-21087-18,20I,yes
i-36885-18,67,yes
j-08461-18,67S,yes
j-14899-18,67S,yes
i-30324-18,67S,yes
j-21002-18,67A,yes
j-21633-18,55,yes
j-21895-18,100F,yes
j-09830-18,30s,yes
j-17758-18,34S,yes
j-22509-18,20,yes
j-22501-18,34S,yes
j-22544-18,21,yes
j-21633-18,55,yes
j-22952-18,62-C,yes
j-22767-18,103,yes
j-07349-18,34S,yes
j-23740-18,21,yes
j-23908-18,20I,yes
j-18794-18,67S,yes
j-24056-18,20I,yes
j-24170-18,20,yes
j-24279-18,20I,yes
j-24423-18,30S,yes
j-24659-18,34-C,yes
j-28533-18,20,yes
j-25126-18,20,yes
j-24770-18,62B,yes
j-23715-18,67A,yes
j-24707-18,24,yes
j-25368-18,20,yes
j-25634-18,37,yes
j-25841-18,20,yes
j-26261-18,29-U,yes
j-19874-18,966,yes
j-26726-18,20-I,yes
j-26743-18,20,yes
j-26977-18,35,yes
j-27028-18,35D,yes
j-28533-18,100,yes
j-27332-18,20I,yes
j-28533-18,56,yes
j-22810-18,67,yes
j-27587-18,966,yes
j-27741-18,966,yes
j-18075-18,64G,yes
j-17233-18,67,yes
j-28540-18,64g,yes
j-27635-18,966,yes
j-28941-18,65,yes
j-25507-18,65J,yes
j-24423-18,30-S,yes
j-29446-18,30S,yes
j-29446-18,30S,yes
j-27525-18,62C,yes
j-30025-18,20,yes
j-29954-18,37,yes
j-26417-18,62C,yes
j-30119-18,966,yes
j-30353-18,20I,yes
j-30143-18,37,yes
j-28941-18,65,yes
j-30750-18,103F,yes
j-30874-18,100,yes
j-30915-18,20I,yes
j-31072-18,95G,yes
j-21895-18,100F,yes
j-31676-18,67A,yes
j-31828-18,34s,yes
j-32142-18,34s,yes
j-32346-18,65,yes
j-32483-18,20,yes
j-32379-18,107,yes
j-32346-18,65,yes
j-32142-18,34S,yes
j-32598-18,55,yes
j-33374-18,37,yes
j-33374-18,37,yes
j-33568-18,67S,yes
j-33536-18,56,yes
j-33556-18,62C,yes
j-33439-18,103,yes
j-33750-18,20,yes
j-33915-18,20I,yes
j-34005-18,20I,yes
j-34047-18,62R,yes
j-34060-18,20,yes
j-34480-18,67P,yes
j-34867-18,107,yes
j-35086-18,20,yes
j-34793-18,35,yes
j-29446-18,30S,yes
j-34805-18,108,yes
j-35485-18,100,yes
j-34805-18,108,yes
j-28941-18,65,yes
j-35730-18,64-G,yes
j-35616-18,20I,yes
j-36501-18,20,yes
j-33573-18,67A,yes
j-35906-18,30S,yes
j-35538-18,67A,yes
g-23362-18,21,yes
j-37022-18,24,yes
j-38128-18,,yes
j-35906-18,30S,yes
j-37074-18,966,yes
j-36964-18,966,yes
j-37288-18,100,yes
j-37478-18,21,yes
j-28540-18,64G,yes
j-29147-18,35,yes
j-35730-18,64G,yes
j-34743-18,21,yes
g-23362-18,966,yes
j-38786-18,20I,yes
j-38898-18,64G,yes
j-39442-18,35,yes
j-39511-18,21,yes
j-39573-18,21,yes
j-28082-18,34S,yes
j-38859-18,20C,yes
jp j-22875-18,62B,yes
j-39810-18,107,yes
j-26952-18,67A,yes
j-40395-18,65,yes
j-40123-18,20I,yes
j-40015-18,67A,yes
k-00450-18,20,yes
k-00416-18,60,yes
k-00621-18,20,yes
k-00721-18,21,yes
k-00743-18,103,yes
j-32212-18,67P,yes
j-06807-18,30,yes
j-03289-18,52,yes
k-00907-18,100,yes
j-22808-18,29U,yes
j-03289-18,52,yes
j-32346-18,65,yes
k-01236-18,20I,yes
k-01386-18,103-F,yes
k-01707-18,24,yes
k-01893-18,20,yes
k-02168-18,20I,yes
k-01882-18,37,yes
k-02647-18,21,yes
k-02698-18,20,yes
k-02713-18,103,yes
k-02631-18,34C,yes
k-02777-18,20I,yes
k-02883-18,103,yes
k-03059-18,64G,yes
j-40509-18,67P,yes
k-02231-18,65,yes
k-03456-18,20,yes
k-02231-18,35,yes
k-03593-18,103M,yes
k-03097-18,35,yes
k-03643-18,95G,yes
k-03600-18,20,yes
k-03675-18,64G,yes
k-03771-18,62C,yes
k-03873-18,20,yes
k-03657-18,34C,yes
k-04046-18,37,yes
k-04184-18,103F,yes
k-04194-18,35,yes
j-40509-18,67P,yes
k-04298-18,21,yes
k-04344-18,94,yes
k-03992-18,67A,yes
k-04491-18,65,yes
k-04683-18,20,yes
k-04761-18,21F,yes
k-04943-18,94,yes
k-05057-18,35D,yes
k-05642-18,20,yes
k-05650-18,34,yes
k-05807-18,20I,yes
k-05824-18,100,yes
k-05906-18,20,yes
k-05982-18,107,yes
k-06525-18,966,yes
k-06380-18,18,yes
k-04184-18,34,yes
k-06690-18,24,yes
k-04344-18,94,yes
j-36886-18,62C,yes
k-04353-18,62C,yes
j-15420-18,67A,yes
j-15420-18,67A,yes
k-03771-18,62C,yes
k-07221-18,64G,yes
k-07297-18,966,yes
k-07721-18,67A,yes
k-07714-18,64J,yes
k-08001-18,65,yes
k-02590-18,64G,yes
k-08691-18,20I,yes
g-23362-18,21,yes
k-05856-18,966,yes
k-08804-18,20I,yes
k-06248-18,966,yes
k-09024-18,64J,yes
k-08824-18,67A,yes
k-04344-18,37,yes
k-09237-18,67AR,yes
k-09381-18,64G,yes
k-10205-18,63P,yes
k-09920-18,67C,yes
k-10026-18,20,yes
k-10206-18,20,yes
k-10147-18,34S,yes
k-10400-18,34S,yes
k-10400-18,34S,yes
k-10381-18,37D,yes
k-11175-18,20,yes
k-11230-18,103D,yes
k-11411-18,20,yes
k-11432-18,107,yes
k-11505-18,29ST,yes
k-11718-18,20,yes
k-12477-18*,103F,yes
k-12464-18*,100,yes
k-12555-18,20,yes
k-21600-18,100,yes
k-12715-18,62A,yes
k-05057-18,35D,yes
k-13302-18,103F,yes
k-13441-18,103F,yes
k-13573-18,24,yes
k-13738-18,20,yes
k-13991-18,37,yes
k-14077-18,20,yes
k-14114-18,103F,yes
k-14196-18,20,yes
k-13661-+18,34C,yes
k-13661-18,34C,yes
k-14939-18,64G,yes
k-14973-18,37,yes
k-09973-18,67S,yes
j-19440-18,67S,yes
k-15544-18,20,yes
k-15578-18,20I,yes
k-15621-18,64J,yes
k-13991-18,21,yes
k-15621-18,64J,yes
k-15965-18,64G,yes
k-09436-18,34C,yes
k-12978-18,30S,yes
k-17776-18,64G,yes
k-17672-18,20,yes
k-17971-18,67,yes
k-15621-18,64J,yes
k-18987-18,20,yes
k-19003-18,21,yes
k-18939-18,966,yes
g-23362-18,21,yes
k-19053-18,966,yes
k-19157-18,64,yes
k-13661-18,34C,yes
k-13661-18,34C,yes
k-19669-18,35,yes
k-19674-18,65,yes
k-20038-18,62B,yes
j-16695-18,64G,yes
k-19034-18,21,yes
k-19034-18,95G,yes
k-20497-18,94,yes
k-20114-18,65,yes
k-20799-18,20,yes
k-04631-18,34C,yes
k-20749-18,65,yes
k-20586-18,966,yes
k-20655-18,966,yes
k-20664-18,21,yes
k-21355-18,62R,yes
k-21679-18,20,yes
k-03643-18,966,yes
k-22270-18,20,yes
k-22594-18,103F,yes
k-22531-18,65,yes
k-22908-18,20,yes
k-22574-18,100F,yes
k-23351-18,20I,yes
k-23615-18,35,yes
k-23014-18,62B,yes
k-24492-18,62C,yes
k-23014-18,62B,yes
k-24505-18,35,yes
k-24645-18,20,yes
k-23497-18,67A,yes
k-24706-18,20-I,yes
k-24625-18,64,yes
k-24777-18,65,yes
k-25344-18,20,yes
k-24862-18,37,yes
k-25558-18,966,yes
k-25602-18,966,yes
k-25303-18,103F,yes
k-13978-18,34S,yes
k-25984-18,64G,yes
k-25961-18,100,yes
k-24625-18,27-64,yes
k-24658-18,65,yes
k-26129-18,65,yes
k-26500-18,20,yes
k-26483-18,20,yes
k-26492-18,62C,yes
k-26492-18,62C,yes
k-26798-18,20,yes
k-26844-18,20,yes
k-26874-18,103,yes
k-27413-18,21,yes
k-25933-18,64G,yes
k-22581-18,64G,yes
k-19157-18,64,yes
k-28019-18,20,yes
k-25737-18,67A,yes
k-28274-18,20,yes
k-26919-18,30,yes
k-28632-18,35-D,yes
k-28766-18,103F,yes
k-28842-18,24,yes
k-29640-18,20,yes
k-18995-18,966,yes
k-29714-18,20,yes
k-29892-18,20,yes
k-20692-18,30S,yes
k-19034-18,95G,yes
k-30655-18,107,yes
k-23393-18,62C,yes
k-31520-18,106,yes
k-23393-18,62C,yes
k-08976-18,64G,yes
k-31605-18,20,yes
k-31692-18,100,yes
k-31999-18,103F,yes
k-32321-18,37,yes
k-32842-18,100,yes
k-33225-18,107,yes
k-33289-18,20,yes
k-33316-18,21,yes
k-33454-18,20,yes
k-33543-18,37,yes
k-33718-18,21,yes
k-33786-18,64G,yes
k-34044-18,20,yes
k-34307-18,107,yes
k-34609-18,20I,yes
k-34595-18,20,yes
k-32956-18,67A,yes
k-34595-18,20I,yes
k-35094-18,21,yes
k-35383-18,20,yes
k-31436-18,67A,yes
k-30126-18,62B,yes
k-35784-18,20,yes
k-32952-18,67A,yes
k-26919-18,30S,yes
j-40416-18,43,yes
k-36200-18,966,yes
k-36333-18,62,yes
k-31230-18,65,yes
k-36397-18,20I,yes
k-26129-18,65,yes
k-36654-18,56,yes
k-32799-18,21,yes
k-36893-18,103,yes
k-33786-18,64G,yes
k-36337-18,30,yes
k-37170-18,21ID,yes
k-36988-18,62B,yes
k-37287-18,21,yes
k-35869-18,64G,yes
k-37508-18,37,yes
k-35869-18,64-G,yes
k-37959-18,35,yes
k-38002-18,35D,yes
k-38212-18,67A,yes
k-29738-18,67A/62C,yes
k-36397-18,20I,yes
k-38451-18,103F,yes
k-32799-18,21,yes
k-35869-18,64G,yes
k-38711-18,20,yes
k-36242-18,67A,yes
k-39005-18,67S,yes
k-39095-18,65J,yes
k-39100-18,67A,yes
k-37033-18,67A,yes
k-39277-18,20I,yes
k-39480-18,20I,yes
k-39685-18,62B,yes
k-40061-18,100,yes
k-40733-18,34S,yes
l-00121-18,66,yes
l-00134-18,103F,yes
l-00165-18,34C,yes
l-00197-18,65,yes
l-00523-18,21,yes
l-00606-18,103,yes
l-00628-18,34-S,yes
l-00732-18,107,yes
l-00762-18,94,yes
l-00807-18,20,yes
l-01257-18,103F,yes
l-01308-18,20,yes
l-00197-18,65,yes
l-01666-18,107,yes
l-01359-18,64G,yes
l-01760-18,20I,yes
k-31678-18,67S,yes
l-01359-18,64G,yes
l-02023-18,67-S,yes
l-02061-18,103,yes
l-01359-18,64-G,yes
l-02401-18,21,yes
l-02446-18,62R,yes
l-03018-18,20I,yes
l-03052-18,100,yes
l-03075-18,37,yes
l-03216-18,966,yes
g-23362-18,21,yes
l-03234-18,20I,yes
l-03358-18,21,yes
l-02227-18,37,yes
l-03742-18,65,yes
l-00197-18,65,yes
l-02061-18,103,yes
l-03557-18,65,yes
l-03870-18,67A,yes
l-02885-18,27-64K,yes
l-03973-18,20,yes
l-02885-18,64K,yes
l-04235-18,100I,yes
l-04265-18,20,yes
l-04380-18,20,yes
k-40512-18,34s,yes
l-04437-18,966,yes
k-32952-18,67A,yes
k-39100-18,67A,yes
l-04256-18,107,yes
k-39417-18,64G,yes
l-04675-18,966,yes
g-23362-18,21,yes
l-01359-18,64G,yes
l-05272-18,103-F,yes
l-05343-18,35D,yes
l-05401-18,20,yes
l-05530-18,18,yes
l-05573-18,20,yes
l-05535-18,18,yes
l-05579-18,67A,yes
l-05788-18,100I,yes
l-05046-18,64G,yes
k-39417-18,64J,yes
l-05945-18,34S,yes
l-05918-18,21,yes
l-05945-18,34S,yes
l-06057-18,20I,yes
l-06167-18,21,yes
l-05945-18,94,yes
l-06990-18,103,yes
l-06732-18,34S,yes
l-06732-18,34S,yes
l-07231-18,21,yes
k-24154-18,35,yes
l-07578-18,20I,yes
l-07816-18,20I,yes
l-07848-18,100,yes
l-07913-18,20,yes
l-08091-18,67-P,yes
l-07827-18,62C,yes
l-08318-18,100,yes
l-06689-18,21ID,yes
l-08396-18,20I,yes
2018-0663,2018-0663-R,yes
l-06689-18,21,yes
l-08691-18,20,yes
l-08960-18,20I,yes
l-08548-18,65D,yes
l-08077-18,64G,yes
l-09581-18,34C,yes
l-09787-18,20,yes
l-09938-18,20,yes
l-09969-18,64J,yes
l-10352-18,64,yes
l-10343-18,35D,yes
l-10570-18,20I,yes
l-10663-18,100,yes
l-10694-18,62C,yes
l-10694-18,62C,yes
l-10880-18,20X,yes
l-04265-18,20,yes
l-06732-18,34S,yes
l-11514-18,34S,yes
l-11879-18,35,yes
l-12042-18,20,yes
l-12269-18,34C,yes
l-09787-18,100,yes
l-12353-18,20,yes
l-07827-18,62C,yes
k-12474-18,966,yes
k-14794-18,80,yes
l-12591-18,100,yes
l-13271-18,20,yes
l-13323-18,103,yes
l-13650-18,35,yes
l-13766-18,20,yes
l-13811-18,18,yes
l-14046-18,103,yes
k-14171-18,20I,yes
l-14500-18,21,yes
l-14669-18,35,yes
l-15027-18,20,yes
l-15076-18,34s,yes
l-14922-18,20,yes
l-04437-18,966,yes
l-15249-18,20,yes
l-09356-18,10 28P,yes
l-15434-18,34c,yes
l-15524-18,21,yes
l-15981-18,20,yes
l-16114-18,64G,yes
l-16311-18,20I,yes
l-16345-18,64G,yes
l-16582-18,20,yes
l-16789-18,966,yes
g-23362-18,21,yes
g-23362-18,21,yes
l-16996-18,94,yes
l-17601-18,34,yes
l-17696-18,18,yes
l-17648-18,20I,yes
l-04437-18,966,yes
l-17914-18,20-I,yes
l-12340-18,62R,yes
l-17995-18,67,yes
l-18165-18,103,yes
l-18223-18,67S,yes
l-19152-18,18,yes
l-18824-18,62R,yes
l-19501-18,107,yes
l-19556-18,18,yes
l-19590-18,103M,yes
l-19797-18,34-S,yes
l-17876-18,65,yes
l-19435-18,67A,yes
l-19683-18,67S,yes
l-17876-18,65,yes
l-17876-18,65,yes
l-20377-18,18,yes
l-20482-18,18,yes
l-20852-18,20-I,yes
l-20880-18,67A,yes
l-21254-18,100,yes
l-21245-18,67A,yes
l-21239-18,64J,yes
l-21679-18,20,yes
l-21558-18,20,yes
l-20299-18,30S,yes
l-21944-18,30S,yes
l-21985-18,966,yes
l-22429-18,20,yes
l-22349-18,35,yes
l-22443-18,65,yes
l-22593-18,64J,yes
l-22968-18,107,yes
l-21245-18,67A,yes
l-23384-18,966,yes
l-23574-18,966,yes
g-23362-18,21,yes
k-26919-18,30s,yes
l-23621-18,42,yes
l-18490-18,64G,yes
l-23621-18,42,yes
l-24162-18,103F,yes
l-23974-18,27-64K,yes
l-24149-18,100-I,yes
l-24388-18,18,yes
l-24395-18,21,yes
: l-24416-18,37,yes
l-24643-18,20-I,yes
l-24557-18,67A,yes
l-24768-18,21,yes
g-23362-18,21,yes
l-24990-18,29ST,yes
l-25246-18,100,yes
l-25397-18,37,yes
l-25551-18,21,yes
l-25843-18,65,yes
l-26491-18,20,yes
l-26722-18,20I,yes
l-26704-18,64G,yes
l-26960-18,103-F,yes
l-27006-18,62R,yes
l-27065-18,20,yes
l-27156-18,20,yes
l-27336-18,20,yes
l-27542-18,64K,yes
l-21944-18,30,yes
l-28101-18,103F,yes
l-23038-18,34S,yes
l-28406-18,20,yes
l-28442-18,20,yes
l-28114-18,103,yes
l-28438-18,34S,yes
l-28438-18,34-S,yes
l-28902-18,37,yes
l-29171-18,100,yes
l-29178-18,107,yes
l-29274-18,20,yes
l-29370-18,64-G,yes
l-29528-18,107,yes
l-29356-18,67,yes
l-26037-18,37,yes
l-30512-18,30,yes
l-30663-18,100I,yes
l-30763-18,62C,yes
l-30861-18,103D,yes
l-31136-18,20I,yes
l-31113-18,34,yes
l-30836-18,67AR,yes
l-31300-18,103,yes
l-31365-18,34-S,yes
l-31317-18,35,yes
l-31881-18,21,yes
l-31959-18,67,yes
l-32040-18,34S,yes
l-32205-18,20,yes
l-32226-18,34S,yes
l-32393-18,20,yes
l-32416-18,34S,yes
l-32416-18,30s,yes
l-32723-18,20,yes
l-30471-18,100I,yes
l-32712-18,55,yes
l-32908-18,100,yes
l-32987-18,20I,yes
l-32815-18,64G,yes
l-18418-18,65,yes
l-33373-18,20I,yes
l-33337-18,62C,yes
l-33445-18,21,yes
l-33385-18,37,yes
l-06598-18,30S,yes
l-19797-18,34S,yes
l-32040-18,34S,yes
l-26704-18,64K,yes
l-15079-18,64G,yes
l-34046-18,21,yes
l-34353-18,20,yes
l-28470-18,62C,yes
l-02446-18,62R,yes
l-34838-18,44,yes
l-34932-18,64J,yes
l-34673-18,56,yes
l-35208-18,24,yes
l-35279-18,35,yes
l-35291-18,67AR,yes
l-35530-18,62B,yes
l-34838-18,44,yes
l-20593-18,67,yes
l-36055-18,966,yes
l-36157-18,20,yes
g-23362-18,21,yes
l-36195-18,20,yes
l-36170-18,20,yes
l-36147-18,64G,yes
l-36141-18,20,yes
l-19888-18,966,yes
l-36333-18,966,yes
l-36569-18,65P,yes
l-36528-18,95,yes
l-36745-18,30C,yes
l-36745-18,30C,yes
l-37061-18,22A,yes
l-36745-18,30C,yes
l-37273-18,18,yes
l-33546-18,34s,yes
l-37395-18,100,yes
l-37624-18,100,yes
l-24812-18,65P,yes
l-37460-18,18,yes
l-37408-18,65,yes
l-37636-18,100,yes
l-37904-18,21,yes
l-36147-18,64G,yes
l-38019-18,43,yes
l-38192-18,18,yes
l-36147-18,64G,yes
l-38500-18,94,yes
l-38661-18,18,yes
l-38879-18,20,yes
l-37913-18,62C,yes
l-39001-18,34-S,yes
l-38906-18,21,yes
l-37963-18,65,yes
l-39495-18,103F,yes
l-39573-18,20,yes
l-39727-18,63,yes
l-39912-18,60,yes
l-39304-18,1055,yes
l-40189-18,20,yes
l-40470-18,20,yes
l-40444-18,21,yes
l-40502-18,20I,yes
l-40543-18,20C,yes
a-00033-19,67AR,yes
g-23362-18,21,yes
l-40589-18,34S,yes
a-00108-19,103,yes
l-39129-18,21,yes
a-00448-19,103F,yes
a-00554-19,21P,yes
a-00613-19,67P,yes
a-00670-18,67,yes
a-00760-19,100,yes
l-39001-18,30S,yes
l-40332-18,21,yes
a-01223-19,67A,yes
g-23362-18,21,yes
l-33546-18,27-30,yes
a-01558-19,94-F,yes
a-02122-19,20I,yes
a-02230-19,21,yes
a-02224-19,103,yes
a-01230-19,21M,yes
g-23362-18,966,yes
a-02114-19,107,yes
a-02527-19,966,yes
a-02583-19,966,yes
a-02643-19,94,yes
a-02753-19,103-F,yes
a-02717-19,103,yes
a-02966-19,27/67C,yes
a-03160-19,107,yes
a-03205-19,103,yes
a-03289-19,18,yes
a-03388-19,20,yes
a-03320-19,20,yes
a-01826-19,67,yes
l-38572-18,67A,yes
l-04437-18,966,yes
l-04437-18,966,yes
l-04437-18,966,yes
a-03665-19,18,yes
a-03414-19,100,yes
l-40517-18,103,yes
a-03986-19,35,yes
l-28438-18,34S,yes
a-04528-19,103F,yes
a-03728-19,21,yes
l-36203-18,100,yes
a-05183-19,67A,yes
a-05253-19,30,yes
a-04441-19,62C,yes
a-05473-19,34S,yes
a-05269-19,21,yes
a-05359-19,64G,yes
a-05563-19,64G,yes
a-05724-19,65P,yes
a-05821-19,20,yes
a-05833-19,20,yes
l-37913-18,62C,yes
a-06973-19,20I,yes
a-07197-19,103F,yes
a-07215-19,20I,yes
a-06938-19,62C,yes
a-07291-19,94,yes
l-25221-18,37D,yes
a-06228-19,100-I,yes
a-06165-19,67-A,yes
a-06341-19,62C,yes
a-06685-19,37,yes
a-06235-19,37,yes
a-07875-19,21,yes
a-07987-19,67AR,yes
a-08160-19,18,yes
a-08179-19,18,yes
a-08232-19,20,yes
a-08238-19,18,yes
a-08238-19,100,yes
a-08336-19,18,yes
a-08366-19,20,yes
a-08478-19,18,yes
a-08449-19,56,yes
a-08428-19,103,yes
a-08539-19,20,yes
a-08619-19,107,yes
a-08841-19,966,yes
a-08962-19,30S,yes
l-30496-18,62C,yes
a-09519-19,20,yes
a-09547-19,100x,yes
a-09666-19,18,yes
a-09547-19,100X,yes
a-09757-19,20,yes
a-03611-19,67A,yes
l-32588-18,67A,yes
a-09919-19,20,yes
a-03611-19,67A,yes
a-09944-19,18,yes
a-09965-19,18,yes
a-10003-19,107,yes
a-10042-19,21,yes
a-10067-19,20,yes
a-10079-19,103,yes
a-10089-19,100,yes
a-10129-19,103F,yes
a-10064-19,62C,yes
a-10110-19,966,yes
a-10145-19,966,yes
a-08891-19,966,yes
a-08969-19,966,yes
a-09983-19,65,yes
a-02583-19,966,yes
l-38572-18,67A,yes
a-06685-19,37,yes
a-10990-19,100,yes
l-04437-18,966,yes
a-11113-19,20,yes
a-07649-19,67A,yes
a-11305-19,20,yes
l-20778-18,100,yes
a-11550-19,64G,yes
a-11505-19,21,yes
a-11676-19,34s,yes
a-11940-19,21,yes
a-11194-19,43,yes
a-12383-19,20,yes
a-12436-19,20I,yes
a-08962-19,30,yes
a-00183-19,67C,yes
a-11789-19,64G,yes
a-12521-19,67,yes
a-12777-19,20I,yes
a-10127-19,64G,yes
a-05972-19,64G,yes
a-02583-19,966,yes
a-08969-19,966,yes
a-11676-19,34S,yes
a-13797-19,21,yes
a-13861-19,20,yes
a-13990-19,21,yes
a-14009-19,18,yes
a-14081-19,20,yes
a-14142-19,67AR,yes
a-14407-19,106,yes
a-10127-19,64G,yes
a-10127-19,64-G,yes
a-11789-19,64G,yes
a-04482-19,65-P,yes
l-31365-18,30-S,yes
a-13503-19,37,yes
a-15082-19,67P,yes
a-15063-19,64J,yes
a-15116-19,62-A,yes
a-15171-19,62B,yes
a-15014-19,29U,yes
a-15250-19,62B,yes
a-15438-19,18,yes
a-15430-19,21,yes
a-07137-19,67C,yes
a-02130-19,24,yes
a-15116-19,62 B,yes
a-14850-19,64G,yes
a-15014-19,29U,yes
a-13503-19,37,yes
a-16195-19,20,yes
a-15069-19,20,yes
a-16464-19,21,yes
a-12833-19,62,yes
a-16644-19,18,yes
a-16275-19,64J,yes
a-16745-19,56,yes
a-16873-19,18,yes
a-16904-19,18,yes
a-16848-19,45,yes
a-17073-19,20I,yes
a-17226-19,20,yes
a-17302-19,20,yes
l-36333-19,966,yes
a-17474-19,67,yes
a-16122-19,64G,yes
a-15857-19,67A,yes
a-17875-19,20,yes
a-17947-19,966,yes
a-17788-19,60,yes
a-02533-19,20I,yes
a-18311-19,20,yes
a-18344-19,67A,yes
a-17474-19,37,yes
a-15069-19,20,yes
a-17545-19,65,yes
a-11250-19,62R,yes
l-21490-18,100I,yes
a-19318-19,21,yes
l-34523-18,20,yes
a-19541-19,966,yes
a-08962-19,30,yes
a-19813-19,35,yes
a-20123-19,21,yes
a-20401-19,52F,yes
l-36333-18,966,yes
a-20853-19,21,yes
a-20775-19,966,yes
a-21199-19,20I,yes
a-21243-19,100,yes
a-21445-19,37,yes
a-21836-19,18,yes
a-21445-19,37,yes
a-21199-19,20I,yes
a-22028-19,20I,yes
a-22069-19,20,yes
a-22211-19,103M,yes
a-22285-19,103F,yes
a-22613-19,103F,yes
a-22731-19,100,yes
a-22975-19,20,yes
a-23107-19,103F,yes
a-23298-19,20,yes
a-23804-19,103F,yes
a-23885-19,65J,yes
a-23887-19,64J,yes
a-23950-19,35,yes
a-24039-19,95G,yes
a-24039-19,95G,yes
a-24202-19,107,yes
a-24340-19,20I,yes
a-03367-19,62C,yes
a-24786-19,20,yes
a-24977-19,20I,yes
a-25230-19,103D,yes
a-25004-19,65,yes
a-25435-19,100,yes
a-23950-19,35,yes
a-26346-19,21 - (10-55),yes
a-26524-19,64J,yes
a-26754-19,103,yes
a-26913-19,20,yes
a-26945-19,20,yes
a-27176-19,18,yes
a-27185-19,18,yes
a-21545-19,67A,yes
a-01719-19,62B,yes
a-27617-19,20,yes
a-26745-19,103,yes
a-27510-19,21,yes
a-23950-19,35,yes
a-27698-19,34-D,yes
a-27706-19,67,yes
a-28291-19,20,yes
a-28299-19,18,yes
a-28333-19,34S,yes
a-28166-19,29U,yes
a-07937-19,65J,yes
a-03908-19,24,yes
a-28611-19,20I,yes
a-28720-19,103F,yes
a-28711-19,20,yes
a-28785-19,18,yes
a-28771-19,94,yes
a-27510-19,21,yes
a-28771-19,94,yes
a-28899-19,20,yes
a-28882-19,20I,yes
a-28980-19,20,yes
a-29115-19,65J,yes
a-27403-18,62-C,yes
a-29034-18,966,yes
a-29561-19,20,yes
a-27403-19,62C,yes
a-29497-19,65,yes
l-37616-18,67P,yes
a-14402-19,100,yes
a-31322-19,100,yes
a-31544-19,966,yes
a-31698-19,20,yes
g-23362-18,21,yes
a-31718-19,20F,yes
a-31765-19,20,yes
a-31478-19,966,yes
g-23362-18,21,yes
a-31711-19,30S,yes
a-30722-19,43,yes
a-32197-19,20,yes
a-32420-19,20,yes
a-32596-19,100,yes
a-32697-19,21,yes
a-32793-19,20I,yes
a-32915-19,107,yes
a-32955-19,20,yes
a-33004-19,18,yes
a-33543-19,35,yes
a-33645-19,103F,yes
a-33647-19,67P,yes
a-33709-19,18,yes
a-33845-19,18,yes
a-28771-19,94,yes
a-33996-19,20,yes
a-34028-19,103,yes
a-34128-19,21,yes
a-34162-19,18,yes
a-34543-19,103F,yes
a-34255-18,966,yes
g-23362-18,21,yes
a-34611-19,103,yes
a-34265-19,39,yes
a-34802-19,56,yes
a-34939-19,67P,yes
a-35406-19,18,yes
a-35548-19,20,yes
a-35652-19,20I,yes
a-35432-19,34-C,yes
a-35833-19,55,yes
a-35808-19,64,yes
a-36456-19,20,yes
a-35255-19,30s,yes
g-23362-18,21,yes
