item_number,Signal Code,Upon Researching the above item :
B-05963-22,20-I,Relevant video was found
B-04658-22,62C,Relevant video was found
B-04825-22,20,Relevant video was found
A-17864-22,27-64J,Relevant video was found
A-29007-22,64J,Relevant video was found
B-04726-22,20-I,No relevant video was found
B-04859-21,20,Relevant video was found
B-07200-22,67A,Relevant video was found
B-07994-22,67S,Relevant video was found
B-06865-22,56,Relevant video was found
A-04779-22,65,Relevant video was found
A-33358-22,30S,Relevant video was found
B-05205-22,65,Relevant video was found
B-54111-22,37,Relevant video was found
B-06223-22,18,Relevant video was found
B-05853-22,20,No relevant video was found
B-05949-22,20,No relevant video was found
B-05903-22,67A,No relevant video was found
B-05060-22,100X,Relevant video was found
B-05561-22,62C,Relevant video was found
B-07625-22,62C,Relevant video was found
B-08290-22,62C,Relevant video was found
B-02197-22,67A,Relevant video was found
A-21912-22,21M,No relevant video was found
B-05750-22,64,Relevant video was found
B-04707-22,62C,Relevant video was found
B-06070-22,20I,Relevant video was found
B-06182-22,100I,Relevant video was found
B-02917-22,94,Relevant video was found
B-02197-22,67A,Relevant video was found
B-07445-22,103F,Relevant video was found
B-07789-22,94,No relevant video was found
B-08543-22,20,Relevant video was found
B-07508-22,67A,Relevant video was found
B-07789-22,94,Relevant video was found
B-08842-22,66,Relevant video was found
B-08892-22,64-G,No relevant video was found
B-08865-22,100,Relevant video was found
A-20991-22,34-S,Relevant video was found
B-09009-22,20,Relevant video was found
B-09110-22,65-J,Relevant video was found
B-10047-22,100I,Relevant video was found
B-10205-22,67,Relevant video was found
B-08720-22,18,Relevant video was found
B-08823-22,52F,Relevant video was found
B-08818-22,29ST,No relevant video was found
B-07676-22,65J,Relevant video was found
B-08899-22,34S,No relevant video was found
B-08892-22,64,Relevant video was found
B-08720-22,18,Relevant video was found
B-07676-22,65J,Relevant video was found
B-09263-22,20,Relevant video was found
B-09110-22,65J,Relevant video was found
B-09460-22,20,No relevant video was found
B-08631-22,100,Relevant video was found
B-02661-22,67,Relevant video was found
B-09479-22,20,Relevant video was found
B-09150-22,62B,Relevant video was found
B-09443-22,100,No relevant video was found
B-09691-22,20,Relevant video was found
A-33358-22,30S,Relevant video was found
B-09286-22,62C,Relevant video was found
B-09577-22,60,Relevant video was found
A-14823-22,64J,Relevant video was found
B-10153-22,108,Relevant video was found
B-10159-22,20,Relevant video was found
B-10452-22,67S,No relevant video was found
B-10153-22,108,Relevant video was found
B-10153-22,108,Relevant video was found
B-10122-22,64G,Relevant video was found
B-10424-22,35D,No relevant video was found
B-10383-22,64G,Relevant video was found
B-10607-22,67A,Relevant video was found
B-10607-22,67A,Relevant video was found
B-11156-22,20,Relevant video was found
B-10576-22,20-I,No relevant video was found
B-10624-22,20,No relevant video was found
B-10727-22,20,No relevant video was found
B-10808-22,20,No relevant video was found
B-07977-22,64G,Relevant video was found
B-09977-22,67A,No relevant video was found
B-11075-22,20,No relevant video was found
A-30150-22,20,Relevant video was found
B-11079-22,30S,Relevant video was found
B-11079-22,30S,Relevant video was found
B-11352-22,20I,Relevant video was found
B-11407-22,37D,Relevant video was found
B-11079-22,30S,Relevant video was found
B-11385-22,34 S,Relevant video was found
A-20991-22,34 S,Relevant video was found
B-11860-22,20I,No relevant video was found
B-11949-22,20,Relevant video was found
B-12012-22,20C,Relevant video was found
B-07107-22,64J,Relevant video was found
A-33358-22,30S,Relevant video was found
B-10908-22,62R,Relevant video was found
B-12278-22,64,Relevant video was found
B-12452-22,20X,Relevant video was found
B-11907-22,107,No relevant video was found
B-11942-22,20,No relevant video was found
B-12214-22,20,Relevant video was found
B-09577-22,60,No relevant video was found
B-10908-22,62R,Relevant video was found
B-11790-22,20,Relevant video was found
B-11789-22,20,No relevant video was found
B-11896-22,20,Relevant video was found
B-12236-22,966,Relevant video was found
A-25646-22,35,Relevant video was found
B-11969-22,20,No relevant video was found
B-11894-22,100,No relevant video was found
B-10908-22,62 R,Relevant video was found
B-12488-22,64 G,No relevant video was found
B-12451-22,20,Relevant video was found
B-12278-22,64J,Relevant video was found
B-12452-22,20C,Relevant video was found
B-12143-22,20I,No relevant video was found
B-11079-22,30S,Relevant video was found
B-15163-22,21,Relevant video was found
B-18387-22,103M,No relevant video was found
B-13047-22,65,No relevant video was found
B-13142-22,20,Relevant video was found
B-13479-22,100,No relevant video was found
B-13525-22,20,Relevant video was found
B-13630-22,20,Relevant video was found
B-13088-22,20,No relevant video was found
B-09977-22,67A,Relevant video was found
B-13201-22,20I,Relevant video was found
B-03140-22,21,Relevant video was found
B-08179-22,67S,Relevant video was found
B-12236-22,966,Relevant video was found
B-13843-22,29U,Relevant video was found
B-14211-22,100,Relevant video was found
B-14098-22,94,No relevant video was found
B-14112-22,29S,No relevant video was found
B-03827-22,30S,Relevant video was found
B-07503-22,67,No relevant video was found
B-17027-22,103D,No relevant video was found
B-16812-22,20,No relevant video was found
B-13123-22,100,No relevant video was found
B-13148-22,20I,No relevant video was found
B-11028-22,67A,Relevant video was found
B-13465-22,20,Relevant video was found
B-13550-22,20,Relevant video was found
B-13564-22,20,Relevant video was found
B-14653-22,34S,Relevant video was found
B-08350-22,62C,Relevant video was found
B-15505-22,20,Relevant video was found
B-11079-22,30S,Relevant video was found
B-14349-22,21,Relevant video was found
B-14395-22,20I,Relevant video was found
B-14712-22,20,No relevant video was found
B-14348-22,67A,Relevant video was found
B-14390-22,43,Relevant video was found
B-14748-22,62C,Relevant video was found
B-15690-22,107,No relevant video was found
B-15685-22,20,No relevant video was found
B-15728-22,94,Relevant video was found
B-15773-22,100,Relevant video was found
B-15970-22,20I,Relevant video was found
B-11079-22,30S,Relevant video was found
B-16108-22,21,Relevant video was found
B-16105-22,20,No relevant video was found
B-16250-22,20I,Relevant video was found
B-16205-22,103F,Relevant video was found
B-15645-22,64 J,Relevant video was found
B-12278-22,64 J,Relevant video was found
B-16274-22,100,Relevant video was found
B-16383-22,64-G,Relevant video was found
B-13979-22,20,Relevant video was found
B-13966-22,94,Relevant video was found
B-13953-22,35-D,No relevant video was found
B-13975-22,37,Relevant video was found
B-14161-22,20I,Relevant video was found
B-14173-22,20I,Relevant video was found
B-12941-22,64G,Relevant video was found
B-14660-22,20,Relevant video was found
A-25668-22,37,Relevant video was found
B-13825-22,107,Relevant video was found
B-13827-22,24,No relevant video was found
B-14849-22,34S,Relevant video was found
B-14849-22,34S,Relevant video was found
B-12941-22,64G,Relevant video was found
B-15127-22,21,Relevant video was found
B-14809-22,21,Relevant video was found
B-15329-22,67P,Relevant video was found
B-16848-22,64G,Relevant video was found
B-17003-22,34S,Relevant video was found
B-16549-22,56,Relevant video was found
B-07832-22,94,Relevant video was found
B-16370-22,64,Relevant video was found
B-15266-22,20,Relevant video was found
B-15284-22,64-J,Relevant video was found
B-14931-22,20I,No relevant video was found
B-15464-22,20,Relevant video was found
B-17106-22,20,Relevant video was found
B-17003-22,34 S,Relevant video was found
B-18317-22,18,Relevant video was found
B-18504-22,34S,Relevant video was found
B-16580-22,20,No relevant video was found
B-16945-22,20I,No relevant video was found
B-17106-22,20,Relevant video was found
B-01710-22,62C,Relevant video was found
B-17770-22,100,Relevant video was found
B-17631-22,64J,Relevant video was found
B-15645-22,64G,Relevant video was found
B-16531-22,20,No relevant video was found
B-16555-22,100I,Relevant video was found
A-34620-22,67S,Relevant video was found
B-01733-22,67S,Relevant video was found
B-01734-22,67S,Relevant video was found
B-15645-22,64J,Relevant video was found
B-13552-22,67A,Relevant video was found
B-03140-22,21,Relevant video was found
B-16998-22,20,No relevant video was found
B-17444-22,20I,No relevant video was found
B-17760-22,20,No relevant video was found
B-17824-22,20,Relevant video was found
B-17837-22,20,No relevant video was found
B-17478-22,103F,Relevant video was found
B-17837-22,20,No relevant video was found
B-17098-22,67,Relevant video was found
E-34938-21,21,Relevant video was found
B-16541-22,67A,No relevant video was found
B-10383-22,64,Relevant video was found
B-03362-22,67S,Relevant video was found
B-02087-22,67S,Relevant video was found
B-18204-22,94,No relevant video was found
B-18462-22,65P,Relevant video was found
B-20890-22,20-I,Relevant video was found
B-01184-22,29U,Relevant video was found
B-20296-22,100,No relevant video was found
B-18746-22,64 J,Relevant video was found
B-15198-22,30S,No relevant video was found
A-23873-22,20,Relevant video was found
B-19380-22,20,Relevant video was found
B-19104-22,20I,Relevant video was found
B-19262-22,100,Relevant video was found
B-19316-22,20I,Relevant video was found
B-19332-22,94,No relevant video was found
B-19422-22,20,Relevant video was found
B-19007-22,20I,No relevant video was found
B-10122-22,64G,Relevant video was found
B-19146-22,20,No relevant video was found
B-20072-22,20,No relevant video was found
B-20075-22,29U,No relevant video was found
B-15394-22,64G,Relevant video was found
B-12941-22,64G,Relevant video was found
B-20784-22,21J,No relevant video was found
B-11079-22,30S,Relevant video was found
B-19824-22,103-D,No relevant video was found
A-27649-22,34S,Relevant video was found
B-19463-22,20,No relevant video was found
B-19807-22,94,No relevant video was found
B-19821-22,100,Relevant video was found
B-19156-22,100i,No relevant video was found
B-19543-22,20,Relevant video was found
B-20143-22,58R,Relevant video was found
B-20410-22,100,Relevant video was found
B-20436-22,20,No relevant video was found
B-01710-22,62C,Relevant video was found
B-20436-22,20,Relevant video was found
B-20764-22,20,Relevant video was found
B-21512-22,66,Relevant video was found
B-21830-22,100,Relevant video was found
B-21975-22,100,Relevant video was found
B-21224-22,67A,Relevant video was found
B-21565-22,67A,Relevant video was found
B-21565-22,67A,Relevant video was found
B-21224-22,21,No relevant video was found
B-21293-22,30S,No relevant video was found
B-21275-22,20,Relevant video was found
B-21661-22,20,Relevant video was found
B-21711-22,20,Relevant video was found
A-33177-22,62C,No relevant video was found
B-21734-22,100,Relevant video was found
B-20410-22,100,No relevant video was found
B-21952-22,21,Relevant video was found
B-21870-22,67A,No relevant video was found
B-22022-22,103-F,Relevant video was found
B-22033-22,20I,Relevant video was found
B-22026-22,20C,No relevant video was found
B-16848-22,64G,Relevant video was found
B-22006-22,64G,No relevant video was found
B-21987-22,20I,No relevant video was found
B-22026-22,20C,No relevant video was found
B-22111-22,34C,No relevant video was found
B-23677-22,95G,Relevant video was found
B-24020-22,27-64-G,No relevant video was found
B-22278-22,35,No relevant video was found
B-22321-22,20,No relevant video was found
B-22905-22,103 F,Relevant video was found
B-22509-22,21 M,Relevant video was found
B-23432-22,56,Relevant video was found
B-24101-22,20I,Relevant video was found
B-24187-22,20,Relevant video was found
B-24285-22,64G,Relevant video was found
B-24234-22,94,No relevant video was found
B-24357-22,20X,Relevant video was found
B-24629-22,20,Relevant video was found
B-24985-22,100,No relevant video was found
B-22936-22,67A,No relevant video was found
B-22934-22,67R,No relevant video was found
B-23234-22,20i,No relevant video was found
B-23267-22,35,No relevant video was found
B-21293-22,30,Relevant video was found
B-24280-22,966,Relevant video was found
B-24304-22,34s,No relevant video was found
B-22710-22,64J,No relevant video was found
B-23037-22,62-C,No relevant video was found
B-23031-22,21,No relevant video was found
B-23131-22,35,Relevant video was found
B-22930-22,20,No relevant video was found
B23431-22,100I,Relevant video was found
B-23445-22,67S,No relevant video was found
B-21201-22,67A,Relevant video was found
