item_number,Signal Code,Upon Researching the above item :,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A0549122,67A,Relevant video was found,107,SUSPICIOUS PERSON,2C,67A,AUTO THEFT,1D,3683590,552142,1/5/2022 18:31,1/5/2022 18:37,1/5/2022 18:40,1/5/2022 18:49,RTF,REPORT TO FOLLOW,N,3Q02,052XX Elysian Fields Ave,70122,3,POINT (-90.06074652 30.01213737)
A0569622,62C,Relevant video was found,62C,SIMPLE BURGLARY VEHICLE,1A,62C,SIMPLE BURGLARY VEHICLE,1G,3684945,534136,1/5/2022 23:36,1/6/2022 0:49,1/6/2022 0:54,1/6/2022 3:47,RTF,REPORT TO FOLLOW,N,8F01,021XX Blk Decatur St,70116,8,POINT (-90.05709722 29.96258492)
A0298522,100,Relevant video was found,100,HIT & RUN,1A,100,HIT & RUN,1G,3691504,535451,1/3/2022 15:25,1/3/2022 18:26,1/3/2022 18:32,1/4/2022 0:59,RTF,REPORT TO FOLLOW,N,5D02,Alvar St & Saint Claude Ave,70117,5,POINT (-90.03633901 29.96599779)
A0567122,62C,Relevant video was found,21,COMPLAINT OTHER,1J,62C,SIMPLE BURGLARY VEHICLE,1G,3676142,540327,1/5/2022 22:59,1/6/2022 0:26,1/6/2022 0:35,1/6/2022 4:07,NAT,Necessary Action Taken,N,1N02,032XX Blk Grand Route Saint John,70119,1,POINT (-90.08468297 29.97987477)
A0553922,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3682362,541284,1/5/2022 19:48,1/5/2022 19:49,1/5/2022 19:51,1/5/2022 22:21,RTF,REPORT TO FOLLOW,N,5K02,Allen St & N Dorgenois St,70119,5,POINT (-90.06500545 29.98231913)
A0579822,67A,No relevant video was found,67A,AUTO THEFT,1A,67A,AUTO THEFT,1D,3686480,536083,1/6/2022 1:53,1/6/2022 5:03,1/6/2022 5:11,1/6/2022 6:10,RTF,REPORT TO FOLLOW,N,5B01,010XX Saint Roch Ave,70117,5,POINT (-90.05218303 29.96789036)
A0579822,67A,Relevant video was found,67A,AUTO THEFT,1A,67A,AUTO THEFT,1D,3686480,536083,1/6/2022 1:53,1/6/2022 5:03,1/6/2022 5:11,1/6/2022 6:10,RTF,REPORT TO FOLLOW,N,5B01,010XX Saint Roch Ave,70117,5,POINT (-90.05218303 29.96789036)
A0601022,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3696355,520530,1/6/2022 7:46,1/6/2022 7:47,1/6/2022 7:49,1/6/2022 9:07,RTF,REPORT TO FOLLOW,N,4C02,Garden Oaks Dr & General De Gaulle Dr,70114,4,POINT (-90.02156063 29.92481845)
A0608822,20,Relevant video was found,100,HIT & RUN,1A,20,AUTO ACCIDENT,1E,3681958,543846,1/6/2022 9:14,,1/6/2022 9:29,1/6/2022 10:30,RTF,REPORT TO FOLLOW,N,3X01,N Broad St & Treasure St,70122,3,POINT (-90.06619223 29.98937503)
A0606322,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,1A,20I,AUTO ACCIDENT WITH INJURY,2D,3681014,536120,1/6/2022 8:38,1/6/2022 8:41,1/6/2022 8:43,1/6/2022 12:36,RTF,REPORT TO FOLLOW,N,1F02,N Claiborne Ave & Governor Nicholls St,70116,1,POINT (-90.06944445 29.9681594)
A0612822,94,Relevant video was found,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3665717,534618,1/6/2022 9:56,1/6/2022 9:57,1/6/2022 9:57,1/6/2022 14:50,RTF,REPORT TO FOLLOW,N,2T02,Oleander St & Joliet St,70118,2,POINT (-90.11780298 29.96448558)
A0644022,100,Relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3694984,523828,1/6/2022 14:20,1/6/2022 15:16,1/6/2022 15:21,1/6/2022 15:44,RTF,REPORT TO FOLLOW,N,4I02,Wall Blvd & Jo Ann Pl,70114,4,POINT (-90.02576898 29.93393095)
A0649922,100,Relevant video was found,100,HIT & RUN,1G,100,HIT & RUN,1G,3681761,544610,1/6/2022 15:18,,,1/6/2022 19:05,RTF,REPORT TO FOLLOW,N,3X02,034XX New Orleans St,70122,3,POINT (-90.06678711 29.99148307)
A0583922,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3704922,559224,1/6/2022 2:51,1/6/2022 2:54,1/6/2022 2:54,1/6/2022 6:19,RTF,REPORT TO FOLLOW,N,7O09,008XX Blk N I-10 Service Rd,70127,7,POINT (-89.99308726 30.03093947)
A0680322,34,Relevant video was found,35,SIMPLE BATTERY,1F,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3702617,552330,1/6/2022 20:18,1/6/2022 20:20,1/6/2022 20:22,1/6/2022 22:19,RTF,REPORT TO FOLLOW,N,7C02,Chef Menteur Hwy & Lonely Oak Dr,70126,7,POINT (-90.00062558 30.01205811)
A0687222,20,No relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3666804,533628,1/6/2022 21:52,1/6/2022 23:23,1/6/2022 23:25,1/7/2022 0:24,RTF,REPORT TO FOLLOW,N,2T03,S Carrollton Ave & Oleander St,70118,2,POINT (-90.11440273 29.96173197)
A0701922,20-I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3678266,525760,1/7/2022 1:33,1/7/2022 1:36,1/7/2022 1:40,1/7/2022 10:43,RTF,REPORT TO FOLLOW,N,6G02,Baronne St & Terpsichore St,70113,6,POINT (-90.07848112 29.93975724)
A0701922,20I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3678266,525760,1/7/2022 1:33,1/7/2022 1:36,1/7/2022 1:40,1/7/2022 10:43,RTF,REPORT TO FOLLOW,N,6G02,Baronne St & Terpsichore St,70113,6,POINT (-90.07848112 29.93975724)
A0682922,29ST,Relevant video was found,29ST,SUICIDE THREAT,2D,29ST,SUICIDE THREAT,2D,37369000,3513814,1/6/2022 20:56,1/6/2022 20:57,1/6/2022 21:05,1/7/2022 1:51,RTF,REPORT TO FOLLOW,N,5D04,046XX N Claiborne Ave,70117,5,POINT (0 0)
A1004222,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3728196,562837,1/9/2022 21:29,1/10/2022 1:01,1/10/2022 1:01,1/10/2022 1:24,GOA,GONE ON ARRIVAL,N,7L02,Dwyer Blvd & Willowbrook Dr,70129,7,POINT (-89.91940052 30.04010714)
A1009622,100I,No relevant video was found,100I,HIT & RUN WITH INJURIES,2D,100I,HIT & RUN WITH INJURIES,2D,3703244,552427,1/9/2022 22:49,1/10/2022 2:05,1/10/2022 2:06,1/10/2022 3:03,RTF,REPORT TO FOLLOW,N,7C02,Chef Menteur Hwy & Wilson Ave,70126,7,POINT (-89.99863915 30.01230557)
A0724122,67A,Relevant video was found,67A,AUTO THEFT,1D,67A,AUTO THEFT,1D,3662256,528051,1/7/2022 7:58,1/7/2022 8:07,1/7/2022 8:20,1/7/2022 10:00,RTF,REPORT TO FOLLOW,N,2L01,080XX Oak St,70118,2,POINT (-90.12895023 29.94652834)
A0805122,18,Relevant video was found,TS,TRAFFIC STOP,1J,TS,TRAFFIC STOP,1J,3680387,534270,1/7/2022 21:59,,1/7/2022 21:59,1/7/2022 22:26,NAT,Necessary Action Taken,Y,1.00E+03,Basin St & N Villere St,70116,1,POINT (-90.07148848 29.96309278)
A0846622,20,No relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3674909,527847,1/8/2022 10:02,1/8/2022 14:12,,1/8/2022 14:12,GOA,GONE ON ARRIVAL,N,6J01,S Claiborne Ave & Josephine St,70113,6,POINT (-90.08900787 29.94559544)
A0856122,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3671585,517503,1/8/2022 12:04,,,1/8/2022 15:17,GOA,GONE ON ARRIVAL,N,6O01,Tchoupitoulas St & General Pershing St,70115,6,POINT (-90.09985188 29.91725278)
A0873422,20I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3730744,561498,1/8/2022 15:44,1/8/2022 15:45,1/8/2022 15:54,1/8/2022 17:57,RTF,REPORT TO FOLLOW,N,7M02,Chef Menteur Hwy & Alcee Fortier Blvd,70129,7,POINT (-89.9114015 30.03633709)
A0718922,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3679805,527372,1/7/2022 6:35,1/7/2022 7:53,1/7/2022 7:55,1/7/2022 10:44,RTF,REPORT TO FOLLOW,N,8H01,Howard Ave & Carondelet St,70130,8,POINT (-90.07356639 29.94414318)
A0676822,64G,Relevant video was found,64G,ARMED ROBBERY WITH GUN,2C,67A,AUTO THEFT,1D,3664871,518804,1/6/2022 19:36,1/6/2022 19:42,1/6/2022 19:46,1/6/2022 21:41,RTF,REPORT TO FOLLOW,N,2B03,059XX Blk Constance St,70115,2,POINT (-90.1210027 29.92102684)
A0742922,103,No relevant video was found,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3674806,525839,1/7/2022 11:06,1/7/2022 11:07,1/7/2022 11:08,1/7/2022 12:07,RTF,REPORT TO FOLLOW,N,6I02,025XX 2nd St,70113,6,POINT (-90.08940221 29.9400778)
A0747922,20,No relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3673828,521406,1/7/2022 11:44,1/7/2022 13:56,1/7/2022 16:26,1/7/2022 17:25,RTF,REPORT TO FOLLOW,N,6Q02,Saint Charles Ave & Delachaise St,70115,6,POINT (-90.09264031 29.92791836)
A0678922,64G,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3670150,523828,1/6/2022 20:01,,1/6/2022 20:04,1/6/2022 23:26,RTF,REPORT TO FOLLOW,N,2I03,024XX Blk Jena St,70115,2,POINT (-90.10416797 29.93468761)
A0768022,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3679778,543777,1/7/2022 15:14,1/7/2022 16:15,1/7/2022 16:23,1/7/2022 18:42,RTF,REPORT TO FOLLOW,N,3X03,Gentilly Blvd & Paris Ave,70119,3,POINT (-90.07307929 29.98925175)
A1027622,20I,No relevant video was found,100I,HIT & RUN WITH INJURIES,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3679793,544600,1/10/2022 4:31,1/10/2022 5:18,,1/10/2022 5:18,RTF,REPORT TO FOLLOW,N,3P01,I-610 W & Paris Ave,70122,3,POINT (-90.07300327 29.99151414)
A1010822,100,No relevant video was found,100,HIT & RUN,1A,100,HIT & RUN,1G,3698646,558915,1/9/2022 23:12,1/10/2022 9:33,1/10/2022 9:44,1/10/2022 11:12,RTF,REPORT TO FOLLOW,N,7D07,067XX Bamberry St,70126,7,POINT (-90.01293063 30.03029069)
A1054822,37,Relevant video was found,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3663955,536931,1/10/2022 10:14,1/10/2022 10:15,1/10/2022 10:17,1/10/2022 12:22,RTF,REPORT TO FOLLOW,N,2S01,033XX Cherry St,70118,2,POINT (-90.12329034 29.97089744)
A1054822,37,Relevant video was found,37,AGGRAVATED ASSAULT,2E,94,DISCHARGING FIREARM,2D,3663955,536931,1/10/2022 10:14,1/10/2022 10:15,1/10/2022 10:17,1/10/2022 12:22,RTF,REPORT TO FOLLOW,N,2S01,033XX Cherry St,70118,2,POINT (-90.12329034 29.97089744)
A0805622,103,Relevant video was found,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3696350,534061,1/7/2022 22:03,1/7/2022 22:23,1/7/2022 22:29,1/7/2022 22:47,NAT,Necessary Action Taken,N,5.00E+01,051XX Saint Claude Ave,70117,5,POINT (-90.02108528 29.9620248)
A0788822,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3676773,536990,1/7/2022 18:30,,,1/7/2022 20:36,DUP,DUPLICATE,N,1I03,N Broad St & Orleans Ave,70119,1,POINT (-90.08280482 29.97068135)
A0809822,20X,No relevant video was found,20X,AUTO ACCIDENT POLICE VEHICLE,1C,20X,AUTO ACCIDENT POLICE VEHICLE,1C,3680192,541640,1/7/2022 22:49,1/7/2022 22:49,1/7/2022 22:50,1/8/2022 0:58,RTF,REPORT TO FOLLOW,N,1C02,N Broad St & Saint Bernard Ave,70119,1,POINT (-90.07184858 29.98336334)
A0881422,37,Relevant video was found,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3670052,536177,1/8/2022 17:09,1/8/2022 17:13,1/8/2022 17:17,1/8/2022 19:04,RTF,REPORT TO FOLLOW,N,1L04,S Pierce St & Ulloa St,70119,1,POINT (-90.10406003 29.96864508)
A0884122,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3666782,538387,1/8/2022 17:40,1/8/2022 17:41,1/8/2022 17:46,1/8/2022 22:27,RTF,REPORT TO FOLLOW,N,3A02,Hollygrove St & Pear St,70118,3,POINT (-90.11431296 29.97481673)
A0897122,103F,Relevant video was found,103,DISTURBANCE (OTHER),1C,103F,FIGHT,2D,3681967,538025,1/8/2022 20:21,1/8/2022 20:23,1/8/2022 20:25,1/8/2022 20:51,NAT,Necessary Action Taken,N,1B01,016XX Saint Bernard Ave,70116,1,POINT (-90.06636825 29.9733707)
A0897022,20I,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3679701,544772,1/8/2022 20:19,1/8/2022 20:40,1/8/2022 20:45,1/8/2022 22:23,RTF,REPORT TO FOLLOW,N,3M02,Paris Ave & Pleasure St,70122,3,POINT (-90.07329043 29.99199074)
A1049822,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3661987,528351,1/10/2022 9:21,1/10/2022 9:21,1/10/2022 9:21,1/10/2022 11:57,RTF,REPORT TO FOLLOW,N,2K01,S Carrollton Ave & Oak St,70118,2,POINT (-90.12978938 29.947362)
A0726222,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3671226,529709,1/7/2022 8:19,1/7/2022 8:23,1/7/2022 8:31,1/7/2022 10:19,RTF,REPORT TO FOLLOW,N,6M01,S Broad St & Washington Ave,70125,6,POINT (-90.10057085 29.95082625)
A0799222,64,Relevant video was found,64,ARMED ROBBERY,2C,64,ARMED ROBBERY,2C,3698344,520414,1/7/2022 20:26,1/7/2022 20:29,1/7/2022 20:30,1/7/2022 23:33,RTF,REPORT TO FOLLOW,N,4J01,Macarthur Blvd & General Collins Ave,70114,4,POINT (-90.01528478 29.92443604)
A0821022,65,Relevant video was found,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,1D,3681766,530184,1/8/2022 2:01,1/8/2022 2:07,1/8/2022 2:09,1/8/2022 3:04,RTF,REPORT TO FOLLOW,N,8G04,Magazine St & Canal St,70130,8,POINT (-90.06727699 29.95181406)
A0821022,65,Relevant video was found,65,SIMPLE ROBBERY,2A,65,SIMPLE ROBBERY,1D,3681766,530184,1/8/2022 2:01,1/8/2022 2:07,1/8/2022 2:09,1/8/2022 3:04,RTF,REPORT TO FOLLOW,N,8G04,Magazine St & Canal St,70130,8,POINT (-90.06727699 29.95181406)
A0844522,62B,No relevant video was found,21,COMPLAINT OTHER,1J,62R,RESIDENCE BURGLARY,1E,3699428,552555,1/8/2022 9:35,1/8/2022 9:39,1/8/2022 9:47,1/8/2022 11:04,RTF,REPORT TO FOLLOW,N,7C05,043XX Reynes St,70126,7,POINT (-90.01069354 30.01277935)
A0846922,34S,No relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,37,AGGRAVATED ASSAULT,2E,3682222,538629,1/8/2022 10:08,1/8/2022 10:09,1/8/2022 10:10,1/8/2022 14:54,RTF,REPORT TO FOLLOW,N,5A02,017XX N Roman St,70116,5,POINT (-90.06554087 29.97502251)
A0705622,62B,Relevant video was found,62B,BUSINESS BURGLARY,2C,62A,"BURGLAR ALARM, SILENT",2E,3714443,564946,1/7/2022 2:20,1/7/2022 2:46,1/7/2022 2:50,1/7/2022 4:45,RTF,REPORT TO FOLLOW,N,7I10,119XX N I-10 Service Rd,70128,7,POINT (-89.96278652 30.04636308)
A1008922,34 S,No relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,1A,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3679898,532579,1/9/2022 22:35,,1/9/2022 22:46,1/10/2022 3:26,RTF,REPORT TO FOLLOW,N,1.00E+01,014XX Bienville St,70112,1,POINT (-90.07309193 29.95845875)
A1085422,34S,Relevant video was found,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3674629,528214,1/10/2022 15:26,1/10/2022 15:29,1/10/2022 15:31,1/10/2022 18:44,RTF,REPORT TO FOLLOW,N,6L01,S Derbigny St & Josephine St,70125,6,POINT (-90.08987743 29.94661406)
A0772222,20,No relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20,AUTO ACCIDENT,1E,3691548,549292,1/7/2022 15:50,1/7/2022 18:51,1/7/2022 18:51,1/7/2022 23:34,RTF,REPORT TO FOLLOW,N,3U01,Louisa St & Old Gentilly Rd,70126,3,POINT (-90.03570694 30.00405399)
A0808322,65,Relevant video was found,43MB,MISDEMEANOR SEXUAL BATTERY,1C,65,SIMPLE ROBBERY,1D,37369000,3513814,1/7/2022 22:15,,1/7/2022 22:18,1/7/2022 23:54,RTF,REPORT TO FOLLOW,N,8D04,Conti St & Bourbon St,70112,8,POINT (0 0)
A0798622,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3680555,541927,1/7/2022 20:24,1/7/2022 20:26,1/7/2022 20:30,1/8/2022 0:46,RTF,REPORT TO FOLLOW,N,5K04,020XX N Broad St,70119,5,POINT (-90.07069204 29.98414197)
A0798622,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3680555,541927,1/7/2022 20:24,1/7/2022 20:26,1/7/2022 20:30,1/8/2022 0:46,RTF,REPORT TO FOLLOW,N,5K04,020XX N Broad St,70119,5,POINT (-90.07069204 29.98414197)
A0798622,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3680555,541927,1/7/2022 20:24,1/7/2022 20:26,1/7/2022 20:30,1/8/2022 0:46,RTF,REPORT TO FOLLOW,N,5K04,020XX N Broad St,70119,5,POINT (-90.07069204 29.98414197)
A1100722,20-I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3670755,525833,1/10/2022 18:05,1/10/2022 18:07,1/10/2022 18:11,1/10/2022 20:05,RTF,REPORT TO FOLLOW,N,2O01,S Claiborne Ave & General Pershing St,70125,2,POINT (-90.10219017 29.94018066)
A1084822,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3672211,554452,1/10/2022 15:22,1/10/2022 18:21,1/10/2022 18:25,1/10/2022 19:21,RTF,REPORT TO FOLLOW,N,3K01,Marconi Dr & Robert E Lee Blvd,70124,3,POINT (-90.096619 30.01883032)
A1084822,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3672211,554452,1/10/2022 15:22,1/10/2022 18:21,1/10/2022 18:25,1/10/2022 19:21,RTF,REPORT TO FOLLOW,N,3K01,Marconi Dr & Robert E Lee Blvd,70124,3,POINT (-90.096619 30.01883032)
A1102322,20,Relevant video was found,21,COMPLAINT OTHER,1J,20,AUTO ACCIDENT,1A,3696034,553198,1/10/2022 18:23,1/10/2022 19:59,1/10/2022 20:01,1/10/2022 20:05,NAT,Necessary Action Taken,N,7A02,044XX Blk Downman Rd,70126,7,POINT (-90.02139203 30.01465519)
A0725822,67A,Relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3675631,539169,1/7/2022 8:17,,1/7/2022 9:53,1/7/2022 10:50,RTF,REPORT TO FOLLOW,N,1N03,032XX Saint Philip St,70119,1,POINT (-90.08633678 29.9767065)
A0885422,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3704353,562674,1/8/2022 17:56,1/8/2022 17:57,1/8/2022 18:03,1/9/2022 1:55,RTF,REPORT TO FOLLOW,N,7P01,Curran Blvd & Benson St,70127,7,POINT (-89.99475747 30.04044556)
A0885422,30S,Relevant video was found,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3704353,562674,1/8/2022 17:56,1/8/2022 17:57,1/8/2022 18:03,1/9/2022 1:55,RTF,REPORT TO FOLLOW,N,7P01,Curran Blvd & Benson St,70127,7,POINT (-89.99475747 30.04044556)
A0892722,34C,Relevant video was found,34C,AGGRAVATED BATTERY BY CUTTING,2D,34C,AGGRAVATED BATTERY BY CUTTING,2D,3699698,552267,1/8/2022 19:22,1/8/2022 19:32,1/8/2022 19:38,1/8/2022 23:08,RTF,REPORT TO FOLLOW,N,7C05,042XX Blk Dale St,70126,7,POINT (-90.00984843 30.01197997)
A0911422,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3666311,529664,1/8/2022 23:46,1/8/2022 23:51,1/9/2022 0:00,1/9/2022 5:17,RTF,REPORT TO FOLLOW,N,2M06,Broadway St & S Claiborne Ave,70125,2,POINT (-90.11609342 29.95084509)
A0912222,18A,Relevant video was found,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1I,107,SUSPICIOUS PERSON,2C,3705437,558030,1/9/2022 0:00,1/9/2022 7:56,1/9/2022 8:24,1/9/2022 11:51,NAT,Necessary Action Taken,N,7R02,057XX Crowder Blvd,70127,7,POINT (-89.99150365 30.02764174)
A0926222,100I,Relevant video was found,100I,HIT & RUN WITH INJURIES,2D,100I,HIT & RUN WITH INJURIES,2D,3681009,530933,1/9/2022 2:54,1/9/2022 2:58,1/9/2022 3:00,1/9/2022 4:20,RTF,REPORT TO FOLLOW,N,8D01,001XX Bourbon St,70130,8,POINT (-90.06963809 29.95389705)
A0926222,100F,Relevant video was found,100I,HIT & RUN WITH INJURIES,2D,100I,HIT & RUN WITH INJURIES,2D,3681009,530933,1/9/2022 2:54,1/9/2022 2:58,1/9/2022 3:00,1/9/2022 4:20,RTF,REPORT TO FOLLOW,N,8D01,001XX Bourbon St,70130,8,POINT (-90.06963809 29.95389705)
A1100122,20I,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3677904,535028,1/10/2022 18:01,1/10/2022 18:07,1/10/2022 18:08,1/10/2022 19:51,RTF,REPORT TO FOLLOW,N,1I02,N Galvez St & Saint Louis St,70119,1,POINT (-90.07930284 29.96525266)
A0890322,42,Relevant video was found,67A,AUTO THEFT,1D,67A,AUTO THEFT,1D,3680928,522104,1/8/2022 18:48,,1/8/2022 18:48,1/8/2022 18:48,RTF,REPORT TO FOLLOW,Y,6B02,Saint James St & Felicity St,None,6,POINT (-90.07020376 29.92962306)
A0890322,67A,Relevant video was found,67A,AUTO THEFT,1D,67A,AUTO THEFT,1D,3680928,522104,1/8/2022 18:48,,1/8/2022 18:48,1/8/2022 18:48,RTF,REPORT TO FOLLOW,Y,6B02,Saint James St & Felicity St,None,6,POINT (-90.07020376 29.92962306)
A0906722,100X,Relevant video was found,100X,HIT & RUN POLICE VEHICLE,1C,100,HIT & RUN,1G,3680750,537029,1/8/2022 22:28,,1/8/2022 22:28,1/9/2022 0:03,RTF,REPORT TO FOLLOW,Y,1B01,014XX N Roman St,70116,1,POINT (-90.07024405 29.97066754)
A0895422,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3670214,531950,1/8/2022 19:59,1/8/2022 20:33,1/8/2022 20:41,1/8/2022 20:48,DUP,DUPLICATE,N,6N02,Washington Ave & Earhart Blvd,70125,6,POINT (-90.10368985 29.95701829)
A0898322,20,Relevant video was found,20I,AUTO ACCIDENT WITH INJURY,1A,20I,AUTO ACCIDENT WITH INJURY,2D,3682362,541284,1/8/2022 20:45,1/8/2022 23:32,1/8/2022 23:50,1/8/2022 23:52,GOA,GONE ON ARRIVAL,N,5K02,Allen St & N Dorgenois St,70119,5,POINT (-90.06500545 29.98231913)
A0871122,62 C,No relevant video was found,62C,SIMPLE BURGLARY VEHICLE,1G,62C,SIMPLE BURGLARY VEHICLE,1G,3660863,521195,1/8/2022 15:23,,1/8/2022 15:23,1/8/2022 17:38,RTF,REPORT TO FOLLOW,Y,2A05,Magazine St & Leake Ave,70118,2,POINT (-90.13357425 29.92771766)
A0892522,21,Relevant video was found,21,COMPLAINT OTHER,1J,66,EXTORTION (THREATS),1H,37369000,3513814,1/8/2022 19:21,1/8/2022 23:06,,1/9/2022 0:57,RTF,REPORT TO FOLLOW,N,7A02,043XX Downman Rd,70126,0,POINT (0 0)
A0914222,20,Relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3681233,536634,1/9/2022 0:32,1/9/2022 7:32,1/9/2022 7:47,1/9/2022 7:50,GOA,GONE ON ARRIVAL,N,1B01,Esplanade Ave & N Claiborne Ave,70116,1,POINT (-90.06873272 29.96956734)
A0897522,62C,Relevant video was found,62C,SIMPLE BURGLARY VEHICLE,1A,62C,SIMPLE BURGLARY VEHICLE,1G,3685129,534152,1/8/2022 20:28,1/9/2022 7:40,1/9/2022 7:41,1/9/2022 7:50,GOA,GONE ON ARRIVAL,N,8F01,Decatur St & Elysian Fields Ave,70116,8,POINT (-90.05651851 29.96262467)
A0968822,20,No relevant video was found,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3674698,534413,1/9/2022 14:00,1/9/2022 16:27,,1/9/2022 16:27,GOA,GONE ON ARRIVAL,N,1L01,003XX S Broad St,70119,1,POINT (-90.0894472 29.96365538)
A0946722,107,No relevant video was found,107,SUSPICIOUS PERSON,1A,107,SUSPICIOUS PERSON,2C,3682376,541099,1/9/2022 9:48,1/9/2022 11:35,,1/9/2022 11:35,GOA,GONE ON ARRIVAL,N,5K02,024XX Blk Allen St,70119,5,POINT (-90.06496656 29.98181069)
A0948422,20,Relevant video was found,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3710497,561081,1/9/2022 10:08,,1/9/2022 10:08,1/9/2022 11:45,RTF,REPORT TO FOLLOW,Y,7S01,Read Blvd & S I-10 Service Rd,70127,7,POINT (-89.9754003 30.03586494)
A0965922,67A,No relevant video was found,67A,AUTO THEFT,0A,67A,AUTO THEFT,0A,3669260,536635,1/9/2022 13:30,1/9/2022 17:07,,1/9/2022 17:20,GOA,GONE ON ARRIVAL,N,3D01,041XX S Carrollton Ave,70119,3,POINT (-90.10654572 29.9699272)
